2025-07-30 15:55:30 | INFO | PID:13856 | Attempting to verify queue 'article-content-request-queue'
2025-07-30 15:55:30 | INFO | PID:13856 | RabbitMQ Host: localhost, Port: 15672
2025-07-30 15:55:30 | INFO | PID:13856 | Successfully created channel
2025-07-30 15:55:30 | INFO | PID:13856 | Attempting AMQP check for queue 'article-content-request-queue'
2025-07-30 15:55:30 | INFO | PID:13856 | Queue 'article-content-request-queue' exists (verified via AMQP)
2025-07-30 15:55:33 | INFO | PID:22868 | Starting worker url_rewriter_content_request_worker for queue article-content-request-queue
2025-07-30 15:55:33 | INFO | PID:22868 | Created new channel
2025-07-30 15:55:33 | INFO | PID:22868 | Declared queue: article-content-request-queue
2025-07-30 15:55:33 | INFO | PID:22868 | Available workers: ['testworker', 'url_rewriter_content_request_worker', 'url_rewriter_content_response_worker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-07-30 15:55:33 | INFO | PID:22868 | Found worker class: UrlRewriterParallelWorker
2025-07-30 16:13:43 | INFO | PID:9468 | Attempting to verify queue 'article-content-request-queue'
2025-07-30 16:13:43 | INFO | PID:9468 | RabbitMQ Host: localhost, Port: 15672
2025-07-30 16:13:43 | INFO | PID:9468 | Successfully created channel
2025-07-30 16:13:43 | INFO | PID:9468 | Attempting AMQP check for queue 'article-content-request-queue'
2025-07-30 16:13:43 | INFO | PID:9468 | Queue 'article-content-request-queue' exists (verified via AMQP)
2025-07-30 16:13:47 | INFO | PID:16140 | Starting worker url_rewriter_content_request_worker for queue article-content-request-queue
2025-07-30 16:13:47 | INFO | PID:16140 | Created new channel
2025-07-30 16:13:47 | INFO | PID:16140 | Declared queue: article-content-request-queue
2025-07-30 16:13:48 | INFO | PID:16140 | Available workers: ['testworker', 'url_rewriter_content_request_worker', 'url_rewriter_content_response_worker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-07-30 16:13:48 | INFO | PID:16140 | Found worker class: UrlRewriterParallelWorker
2025-07-30 16:26:28 | INFO | PID:13668 | Attempting to verify queue 'article-content-request-queue'
2025-07-30 16:26:28 | INFO | PID:13668 | RabbitMQ Host: localhost, Port: 15672
2025-07-30 16:26:28 | INFO | PID:13668 | Successfully created channel
2025-07-30 16:26:28 | INFO | PID:13668 | Attempting AMQP check for queue 'article-content-request-queue'
2025-07-30 16:26:28 | INFO | PID:13668 | Queue 'article-content-request-queue' exists (verified via AMQP)
2025-07-30 16:26:31 | INFO | PID:24452 | Starting worker url_rewriter_content_request_worker for queue article-content-request-queue
2025-07-30 16:26:31 | INFO | PID:24452 | Created new channel
2025-07-30 16:26:31 | INFO | PID:24452 | Declared queue: article-content-request-queue
2025-07-30 16:26:31 | INFO | PID:24452 | Available workers: ['testworker', 'url_rewriter_content_request_worker', 'url_rewriter_content_response_worker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-07-30 16:26:31 | INFO | PID:24452 | Found worker class: UrlRewriterParallelWorker
2025-07-30 16:26:31 | WARNING | PID:24452 | Detected localhost connection - disabling SSL verification for development
2025-07-30 16:26:31 | WARNING | PID:24452 | ⚠️  SSL verification is disabled - DO NOT use this in production!
